source_file,Hospital Centinela,Total de casos,Nº casos positivos,VRS,Ad,Para,Inf A,Inf B,semana,año
SE50_15-12-2020.pdf,R.M. Suroriente Padre Hurtado,0,0,0,0,0,0,0,SE50,2020
SE50_15-12-2020.pdf,R.M. Oriente Hospital del Tórax,16,0,0,0,0,0,0,SE50,2020
SE42_26-10-2021.pdf,R.M. Sur Exequiel González C.,25,11,8,0,3,0,0,SE42,2021
SE42_26-10-2021.pdf,R.M. Occidente Félix Bulnes,40,13,7,0,6,0,0,SE42,2021
SE42_26-10-2021.pdf,R.M. Occidente San Juan de Dios,33,5,4,0,1,0,0,SE42,2021
SE42_26-10-2021.pdf,R.M. Suroriente Padre Hurtado,43,6,6,0,0,0,0,SE42,2021
SE42_26-10-2021.pdf,R.M. Oriente Hospital del Tórax,8,3,3,0,0,0,0,SE42,2021
SE42_26-10-2021.pdf,R.M. Oriente Hospital Militar,6,1,0,0,1,0,0,SE42,2021
SE42_26-10-2021.pdf,"Santiago, Consultorio Avendaño",1,1,0,0,1,0,0,SE42,2021
SE42_26-10-2021.pdf,"Santiago, Consultorio 5",1,1,1,0,0,0,0,SE42,2021
SE28_14-07-2020.pdf,R.M. Sur Exequiel González C.,11,0,0,0,0,0,0,SE28,2020
SE28_14-07-2020.pdf,R.M. Occidente Félix Bulnes,10,0,0,0,0,0,0,SE28,2020
SE28_14-07-2020.pdf,R.M. Occidente San Juan de Dios,132,2,0,2,0,0,0,SE28,2020
SE28_14-07-2020.pdf,R.M. Suroriente Padre Hurtado,1,0,0,0,0,0,0,SE28,2020
SE28_14-07-2020.pdf,R.M. Oriente Hospital del Tórax,49,4,0,0,0,0,0,SE28,2020
SE28_14-07-2020.pdf,R.M. Oriente Hospital Militar,15,0,0,0,0,0,0,SE28,2020
SE13_02-04-2024.pdf,R.M. Sur Exequiel González C.,30,0,0,0,0,0,0,SE13,2024
SE13_02-04-2024.pdf,R.M. Occidente Félix Bulnes,109,60,0,1,5,2,0,SE13,2024
SE13_02-04-2024.pdf,R.M. Occidente San Juan de Dios,95,22,0,3,0,6,1,SE13,2024
SE13_02-04-2024.pdf,R.M. Suroriente Padre Hurtado,136,31,0,0,0,6,0,SE13,2024
SE13_02-04-2024.pdf,R.M. Oriente Hospital del Tórax,47,12,0,0,0,0,0,SE13,2024
SE13_02-04-2024.pdf,R.M. Oriente Hospital Militar,9,2,0,0,0,0,0,SE13,2024
SE13_02-04-2024.pdf,"Santiago, Consultorio Steeger",2,1,0,0,0,1,0,SE13,2024
SE13_02-04-2024.pdf,"Santiago, Consultorio Ariztía",5,5,0,0,0,4,0,SE13,2024
SE13_02-04-2024.pdf,O.V.R. R.M**,6,6,0,0,0,6,0,SE13,2024
SE01_10-01-2023.pdf,R.M. Sur Exequiel González C.,5,0,0,0,0,0,0,SE01,2023
SE01_10-01-2023.pdf,R.M. Occidente Félix Bulnes,41,5,0,2,1,2,0,SE01,2023
SE01_10-01-2023.pdf,R.M. Occidente San Juan de Dios,58,14,0,0,2,1,1,SE01,2023
SE01_10-01-2023.pdf,R.M. Suroriente Padre Hurtado,49,8,0,7,0,1,0,SE01,2023
SE01_10-01-2023.pdf,R.M. Oriente Hospital del Tórax,10,0,0,0,0,0,0,SE01,2023
SE01_10-01-2023.pdf,R.M. Oriente Hospital Militar,12,6,0,0,0,0,0,SE01,2023
SE01_10-01-2023.pdf,"Santiago, Consultorio Ariztía",1,1,0,1,0,0,0,SE01,2023
SE01_10-01-2023.pdf,Otros R.M**,4,4,0,0,0,3,1,SE01,2023
SE47_30-11-2021.pdf,R.M. Sur Exequiel González C.,12,2,0,0,2,0,0,SE47,2021
SE47_30-11-2021.pdf,R.M. Occidente Félix Bulnes,26,3,3,0,0,0,0,SE47,2021
SE47_30-11-2021.pdf,R.M. Occidente San Juan de Dios,28,2,0,0,1,1,0,SE47,2021
SE47_30-11-2021.pdf,R.M. Suroriente Padre Hurtado,29,2,1,1,0,0,0,SE47,2021
SE47_30-11-2021.pdf,R.M. Oriente Hospital del Tórax,3,0,0,0,0,0,0,SE47,2021
SE47_30-11-2021.pdf,R.M. Oriente Hospital Militar,5,1,0,0,1,0,0,SE47,2021
SE47_30-11-2021.pdf,"Santiago, Consultorio Avendaño",2,1,0,0,1,0,0,SE47,2021
SE47_30-11-2021.pdf,"Santiago, Consultorio 5",1,0,0,0,0,0,0,SE47,2021
SE45_14-11-2023.pdf,R.M. Sur Exequiel González C.,35,2,0,0,2,0,0,SE45,2023
SE45_14-11-2023.pdf,R.M. Occidente Félix Bulnes,131,24,2,6,9,1,0,SE45,2023
SE45_14-11-2023.pdf,R.M. Occidente San Juan de Dios,130,12,0,0,3,0,1,SE45,2023
SE45_14-11-2023.pdf,R.M. Suroriente Padre Hurtado,82,3,0,2,0,0,0,SE45,2023
SE45_14-11-2023.pdf,R.M. Oriente Hospital del Tórax,73,4,0,0,3,0,0,SE45,2023
SE45_14-11-2023.pdf,R.M. Oriente Hospital Militar,4,2,0,1,0,1,0,SE45,2023
SE45_14-11-2023.pdf,"Santiago, Consultorio Steeger",4,1,0,0,0,0,0,SE45,2023
SE45_14-11-2023.pdf,"Santiago, Consultorio Avendaño",4,1,0,1,0,0,0,SE45,2023
SE45_14-11-2023.pdf,"Santiago, Consultorio 5",2,0,0,0,0,0,0,SE45,2023
SE45_14-11-2023.pdf,"Santiago, Consultorio Ariztía",5,1,0,1,0,0,0,SE45,2023
SE45_14-11-2023.pdf,Otros R.M**,2,2,0,0,0,0,2,SE45,2023
SE37_15-09-2020.pdf,R.M. Sur Exequiel González C.,10,0,0,0,0,0,0,SE37,2020
SE37_15-09-2020.pdf,R.M. Occidente Félix Bulnes,12,0,0,0,0,0,0,SE37,2020
SE37_15-09-2020.pdf,R.M. Occidente San Juan de Dios,211,0,0,0,0,0,0,SE37,2020
SE37_15-09-2020.pdf,R.M. Suroriente Padre Hurtado,5,0,0,0,0,0,0,SE37,2020
SE37_15-09-2020.pdf,R.M. Oriente Hospital del Tórax,32,4,0,0,0,0,0,SE37,2020
SE37_15-09-2020.pdf,R.M. Oriente Hospital Militar,1,0,0,0,0,0,0,SE37,2020
SE37_15-09-2020.pdf,"Santiago, Consultorio 5",2,0,0,0,0,0,0,SE37,2020
SE37_15-09-2020.pdf,"Santiago, Consultorio Ariztía",1,0,0,0,0,0,0,SE37,2020
SE20_22-05-2019.pdf,R.M. Sur Exequiel González C.,46,10,4,1,5,0,0,SE20,2019
SE20_22-05-2019.pdf,R.M. Occidente Félix Bulnes,68,23,4,3,12,3,1,SE20,2019
SE20_22-05-2019.pdf,R.M. Occidente San Juan de Dios,136,41,0,1,7,33,0,SE20,2019
SE20_22-05-2019.pdf,R.M. Suroriente Padre Hurtado,51,10,1,1,4,4,0,SE20,2019
SE20_22-05-2019.pdf,R.M. Oriente Hospital del Tórax,27,3,0,1,1,1,0,SE20,2019
SE20_22-05-2019.pdf,R.M. Oriente Hospital Militar,13,3,1,0,2,0,0,SE20,2019
SE20_22-05-2019.pdf,"Santiago, Consultorio Steeger",1,1,0,0,1,0,0,SE20,2019
SE20_22-05-2019.pdf,"Santiago, Consultorio Avendaño",8,4,1,0,0,3,0,SE20,2019
SE20_22-05-2019.pdf,"Santiago, Consultorio Barros Luco",1,0,0,0,0,0,0,SE20,2019
SE20_22-05-2019.pdf,"Santiago, Consultorio Ariztía",6,0,0,0,0,0,0,SE20,2019
SE20_22-05-2019.pdf,Otros R.M**,14,14,0,0,0,13,1,SE20,2019
SE06_11-02-2020.pdf,R.M. Sur Exequiel González C.,14,0,0,0,0,0,0,SE06,2020
SE06_11-02-2020.pdf,R.M. Occidente Félix Bulnes,21,2,0,1,1,0,0,SE06,2020
SE06_11-02-2020.pdf,R.M. Occidente San Juan de Dios,15,3,0,2,1,0,0,SE06,2020
SE06_11-02-2020.pdf,R.M. Suroriente Padre Hurtado,11,0,0,0,0,0,0,SE06,2020
SE06_11-02-2020.pdf,R.M. Oriente Hospital del Tórax*,0,0,0,0,0,0,0,SE06,2020
SE06_11-02-2020.pdf,R.M. Oriente Hospital Militar,5,0,0,0,0,0,0,SE06,2020
SE06_11-02-2020.pdf,"Santiago, Consultorio Avendaño",1,0,0,0,0,0,0,SE06,2020
SE06_11-02-2020.pdf,"Santiago, Consultorio Barros Luco",1,0,0,0,0,0,0,SE06,2020
SE06_11-02-2020.pdf,Otros R.M**,2,2,0,0,0,1,1,SE06,2020
SE12_23-03-2025.pdf,R.M. Sur Exequiel González C.,72,42,1,2,1,0,0,SE12,2025
SE12_23-03-2025.pdf,R.M. Occidente Félix Bulnes,142,73,0,1,3,3,0,SE12,2025
SE12_23-03-2025.pdf,R.M. Occidente San Juan de Dios,91,23,0,1,0,2,0,SE12,2025
SE12_23-03-2025.pdf,R.M. Suroriente Padre Hurtado,88,11,0,0,0,0,2,SE12,2025
SE12_23-03-2025.pdf,R.M. Oriente Hospital del Tórax,12,1,0,0,0,0,0,SE12,2025
SE12_23-03-2025.pdf,R.M. Oriente Hospital Militar,4,2,0,0,0,0,0,SE12,2025
SE12_23-03-2025.pdf,"Santiago, Consultorio Steeger",5,3,0,0,0,0,0,SE12,2025
SE12_23-03-2025.pdf,"Santiago, Consultorio Avendaño",9,6,0,0,0,1,0,SE12,2025
SE12_23-03-2025.pdf,"Santiago, Consultorio 5",11,3,0,0,0,0,0,SE12,2025
SE12_23-03-2025.pdf,"Santiago, Consultorio Barros Luco",5,0,0,0,0,0,0,SE12,2025
SE12_23-03-2025.pdf,"Santiago, Consultorio Ariztía",4,1,0,0,0,0,0,SE12,2025
SE12_23-03-2025.pdf,Otros R.M**,1,1,0,0,0,1,0,SE12,2025
SE10_12-03-2019.pdf,R.M. Sur Exequiel González C.,22,0,0,0,0,0,0,SE10,2019
SE10_12-03-2019.pdf,R.M. Occidente Félix Bulnes,28,2,0,1,1,0,0,SE10,2019
SE10_12-03-2019.pdf,R.M. Occidente San Juan de Dios,37,5,0,1,1,2,1,SE10,2019
SE10_12-03-2019.pdf,R.M. Suroriente Padre Hurtado,4,0,0,0,0,0,0,SE10,2019
SE10_12-03-2019.pdf,R.M. Oriente Hospital del Tórax,6,0,0,0,0,0,0,SE10,2019
SE10_12-03-2019.pdf,R.M. Oriente Hospital Militar,3,0,0,0,0,0,0,SE10,2019
SE10_12-03-2019.pdf,"Santiago, Consultorio Ariztía",1,0,0,0,0,0,0,SE10,2019
SE10_12-03-2019.pdf,Otros R.M**,1,1,0,0,0,1,0,SE10,2019
SE19_18-05-2021.pdf,R.M. Sur Exequiel Gonzáles C.,17,0,0,0,0,0,0,SE19,2021
SE19_18-05-2021.pdf,R.M. Occidente Félix Bulnes,16,2,0,2,0,0,0,SE19,2021
SE19_18-05-2021.pdf,R.M. Occidente San Juan de Dios,29,0,0,0,0,0,0,SE19,2021
SE19_18-05-2021.pdf,R.M. Suroriente Padre Hurtado,0,0,0,0,0,0,0,SE19,2021
SE19_18-05-2021.pdf,R.M. Oriente Hospital del Tórax,6,0,0,0,0,0,0,SE19,2021
SE19_18-05-2021.pdf,R.M. Oriente Hospital Militar,6,0,0,0,0,0,0,SE19,2021
SE38_27-09-2022.pdf,R.M. Sur Exequiel González C.,34,2,0,0,1,0,0,SE38,2022
SE38_27-09-2022.pdf,R.M. Occidente Félix Bulnes,71,15,1,4,4,3,0,SE38,2022
SE38_27-09-2022.pdf,R.M. Occidente San Juan de Dios*,0,0,0,0,0,0,0,SE38,2022
SE38_27-09-2022.pdf,R.M. Suroriente Padre Hurtado,75,9,0,0,0,9,0,SE38,2022
SE38_27-09-2022.pdf,R.M. Oriente Hospital del Tórax,11,4,0,0,2,1,0,SE38,2022
SE38_27-09-2022.pdf,R.M. Oriente Hospital Militar,7,1,0,0,0,1,0,SE38,2022
SE38_27-09-2022.pdf,"Santiago, Consultorio Barros Luco",5,0,0,0,0,0,0,SE38,2022
SE38_27-09-2022.pdf,"Santiago, Consultorio Ariztía",1,1,0,0,0,1,0,SE38,2022
SE38_27-09-2022.pdf,Otros R.M**,11,11,0,0,0,11,0,SE38,2022
SE13_02-04-2019.pdf,R.M. Sur Exequiel González C.,24,1,1,0,0,0,0,SE13,2019
SE13_02-04-2019.pdf,R.M. Occidente Félix Bulnes,65,0,0,0,0,0,0,SE13,2019
SE13_02-04-2019.pdf,R.M. Occidente San Juan de Dios,53,3,0,0,2,1,0,SE13,2019
SE13_02-04-2019.pdf,R.M. Suroriente Padre Hurtado,25,0,0,0,0,0,0,SE13,2019
SE13_02-04-2019.pdf,R.M. Oriente Hospital del Tórax,10,1,0,0,0,0,0,SE13,2019
SE13_02-04-2019.pdf,R.M. Oriente Hospital Militar,7,0,0,0,0,0,0,SE13,2019
SE13_02-04-2019.pdf,"Santiago, Consultorio Steeger",1,0,0,0,0,0,0,SE13,2019
SE13_02-04-2019.pdf,Otros R.M**,11,11,0,0,0,11,0,SE13,2019
SE34_27-08-2019.pdf,R.M. Sur Exequiel González C.,107,53,38,2,3,0,2,SE34,2019
SE34_27-08-2019.pdf,R.M. Occidente Félix Bulnes,122,54,36,1,2,0,8,SE34,2019
SE34_27-08-2019.pdf,R.M. Occidente San Juan de Dios,193,47,11,1,2,0,30,SE34,2019
SE34_27-08-2019.pdf,R.M. Suroriente Padre Hurtado,110,41,21,2,4,0,3,SE34,2019
SE34_27-08-2019.pdf,R.M. Oriente Hospital del Tórax,33,9,3,0,2,0,2,SE34,2019
SE34_27-08-2019.pdf,R.M. Oriente Hospital Militar,8,4,3,0,0,0,1,SE34,2019
SE34_27-08-2019.pdf,"Santiago, Consultorio Steeger",2,1,0,0,0,0,1,SE34,2019
SE34_27-08-2019.pdf,"Santiago, Consultorio Avendaño",3,3,0,0,1,0,2,SE34,2019
SE34_27-08-2019.pdf,"Santiago, Consultorio Ariztía",4,3,0,0,0,0,3,SE34,2019
SE34_27-08-2019.pdf,Otros R.M**,12,12,0,0,0,5,7,SE34,2019
SE41_18-10-2022.pdf,R.M. Sur Exequiel Gonzalez C.,25,2,0,0,2,0,0,SE41,2022
SE41_18-10-2022.pdf,R.M. Occidente Félix Bulnes,79,18,0,1,6,7,0,SE41,2022
SE41_18-10-2022.pdf,R.M. Occidente San Juan de Dios,55,10,0,1,0,1,0,SE41,2022
SE41_18-10-2022.pdf,R.M. Suroriente Padre Hurtado,57,7,0,3,1,2,0,SE41,2022
SE41_18-10-2022.pdf,R.M. Oriente Hospital del Torax*,0,0,0,0,0,0,0,SE41,2022
SE41_18-10-2022.pdf,R.M. Oriente Hospital Militar,3,0,0,0,0,0,0,SE41,2022
SE41_18-10-2022.pdf,"Santiago, Consultorio Steeger",1,0,0,0,0,0,0,SE41,2022
SE41_18-10-2022.pdf,"Santiago, Consultorio Avendaño",3,1,0,0,1,0,0,SE41,2022
SE41_18-10-2022.pdf,"Santiago, Consultorio Barros Luco",6,0,0,0,0,0,0,SE41,2022
SE41_18-10-2022.pdf,Otros R.M**,11,11,0,0,0,11,0,SE41,2022
SE08_02-03-2021.pdf,R.M. Sur Exequiel González C.,8,0,0,0,0,0,0,SE08,2021
SE08_02-03-2021.pdf,R.M. Occidente Félix Bulnes,19,1,0,1,0,0,0,SE08,2021
SE08_02-03-2021.pdf,R.M. Occidente San Juan de Dios,34,0,0,0,0,0,0,SE08,2021
SE08_02-03-2021.pdf,R.M. Suroriente Padre Hurtado,0,0,0,0,0,0,0,SE08,2021
SE08_02-03-2021.pdf,R.M. Oriente Hospital del Tórax,8,0,0,0,0,0,0,SE08,2021
SE33_22-08-2023.pdf,R.M. Sur Exequiel González C.,40,9,3,0,3,0,0,SE33,2023
SE33_22-08-2023.pdf,R.M. Occidente Félix Bulnes,112,28,5,3,12,0,2,SE33,2023
SE33_22-08-2023.pdf,R.M. Occidente San Juan de Dios,104,14,1,2,5,0,1,SE33,2023
SE33_22-08-2023.pdf,R.M. Suroriente Padre Hurtado,122,24,8,3,4,0,3,SE33,2023
SE33_22-08-2023.pdf,R.M. Oriente Hospital del Tórax,32,5,1,0,1,0,0,SE33,2023
SE33_22-08-2023.pdf,R.M. Oriente Hospital Militar,3,2,0,0,1,0,0,SE33,2023
SE33_22-08-2023.pdf,"Santiago, Consultorio Steeger",2,1,0,0,0,0,1,SE33,2023
SE33_22-08-2023.pdf,"Santiago, Consultorio Avendaño",1,0,0,0,0,0,0,SE33,2023
SE33_22-08-2023.pdf,"Santiago, Consultorio 5",1,0,0,0,0,0,0,SE33,2023
SE33_22-08-2023.pdf,"Santiago, Consultorio Barros Luco",2,0,0,0,0,0,0,SE33,2023
SE33_22-08-2023.pdf,"Santiago, Consultorio Ariztía",4,1,0,0,0,0,0,SE33,2023
SE33_22-08-2023.pdf,Otros R.M**,3,3,0,0,0,2,1,SE33,2023
SE10_11-03-2025.pdf,R.M. Sur Exequiel González C.,25,8,0,1,0,2,0,SE10,2025
SE10_11-03-2025.pdf,R.M. Occidente Félix Bulnes,63,24,0,4,0,2,0,SE10,2025
SE10_11-03-2025.pdf,R.M. Occidente San Juan de Dios,59,17,0,0,0,1,0,SE10,2025
SE10_11-03-2025.pdf,R.M. Suroriente Padre Hurtado,75,10,0,0,0,0,0,SE10,2025
SE10_11-03-2025.pdf,R.M. Oriente Hospital del Tórax,9,4,0,0,0,0,0,SE10,2025
SE10_11-03-2025.pdf,R.M. Oriente Hospital Militar,8,1,0,0,0,0,0,SE10,2025
SE10_11-03-2025.pdf,"Santiago, Consultorio Steeger",3,3,0,0,0,2,0,SE10,2025
SE10_11-03-2025.pdf,"Santiago, Consultorio Avendaño",3,3,0,0,0,0,0,SE10,2025
SE10_11-03-2025.pdf,"Santiago, Consultorio 5",1,1,0,0,0,0,0,SE10,2025
SE10_11-03-2025.pdf,"Santiago, Consultorio Barros Luco",3,0,0,0,0,0,0,SE10,2025
SE10_11-03-2025.pdf,"Santiago, Consultorio Ariztía",1,0,0,0,0,0,0,SE10,2025
SE10_11-03-2025.pdf,Otros R.M**,2,2,0,0,0,2,0,SE10,2025
SE26_02-07-2019.pdf,R.M. Sur Exequiel González C.,117,78,65,3,3,4,1,SE26,2019
SE26_02-07-2019.pdf,R.M. Occidente Félix Bulnes,182,122,101,3,8,7,2,SE26,2019
SE26_02-07-2019.pdf,R.M. Occidente San Juan de Dios,227,59,13,2,2,34,8,SE26,2019
SE26_02-07-2019.pdf,R.M. Suroriente Padre Hurtado,139,55,48,1,1,5,0,SE26,2019
SE26_02-07-2019.pdf,R.M. Oriente Hospital del Tórax,45,9,0,2,0,6,1,SE26,2019
SE26_02-07-2019.pdf,R.M. Oriente Hospital Militar,10,5,5,0,0,0,0,SE26,2019
SE26_02-07-2019.pdf,"Santiago, Consultorio Steeger",12,7,0,0,1,1,4,SE26,2019
SE26_02-07-2019.pdf,"Santiago, Consultorio Avendaño",10,6,0,0,0,4,2,SE26,2019
SE26_02-07-2019.pdf,"Santiago, Consultorio 5",10,4,3,0,0,1,0,SE26,2019
SE26_02-07-2019.pdf,"Santiago, Consultorio Barros Luco",8,7,1,1,0,5,0,SE26,2019
SE26_02-07-2019.pdf,"Santiago, Consultorio Ariztía",10,2,0,0,0,2,0,SE26,2019
SE26_02-07-2019.pdf,Otros R.M**,22,22,0,0,0,13,9,SE26,2019
SE15_14-04-2020.pdf,R.M. Sur Exequiel González C.,11,0,0,0,0,0,0,SE15,2020
SE15_14-04-2020.pdf,R.M. Occidente Félix Bulnes*,0,0,0,0,0,0,0,SE15,2020
SE15_14-04-2020.pdf,R.M. Occidente San Juan de Dios,27,1,0,0,1,0,0,SE15,2020
SE15_14-04-2020.pdf,R.M. Suroriente Padre Hurtado*,0,0,0,0,0,0,0,SE15,2020
SE15_14-04-2020.pdf,R.M. Oriente Hospital del Tórax,0,0,0,0,0,0,0,SE15,2020
SE15_14-04-2020.pdf,R.M. Oriente Hospital Militar,9,0,0,0,0,0,0,SE15,2020
SE15_14-04-2020.pdf,"Santiago, Consultorio Ariztía",7,0,0,0,0,0,0,SE15,2020
SE15_14-04-2020.pdf,Otros R.M**,0,0,0,0,0,0,0,SE15,2020
SE22_08-06-2021.pdf,R.M. Sur Exequiel González C.,19,1,1,0,0,0,0,SE22,2021
SE22_08-06-2021.pdf,R.M. Occidente Félix Bulnes,24,0,0,0,0,0,0,SE22,2021
SE22_08-06-2021.pdf,R.M. Occidente San Juan de Dios,17,0,0,0,0,0,0,SE22,2021
SE22_08-06-2021.pdf,R.M. Suroriente Padre Hurtado,0,0,0,0,0,0,0,SE22,2021
SE22_08-06-2021.pdf,R.M. Oriente Hospital del Tórax,0,0,0,0,0,0,0,SE22,2021
SE22_08-06-2021.pdf,R.M. Oriente Hospital Militar,10,0,0,0,0,0,0,SE22,2021
SE11_23-03-2021.pdf,R.M. Sur Exequiel González C.,25,0,0,0,0,0,0,SE11,2021
SE11_23-03-2021.pdf,R.M. Occidente Félix Bulnes,25,1,0,0,1,0,0,SE11,2021
SE11_23-03-2021.pdf,R.M. Occidente San Juan de Dios,62,0,0,0,0,0,0,SE11,2021
SE11_23-03-2021.pdf,R.M. Suroriente Padre Hurtado,0,0,0,0,0,0,0,SE11,2021
SE11_23-03-2021.pdf,R.M. Oriente Hospital del Tórax,11,0,0,0,0,0,0,SE11,2021
SE11_23-03-2021.pdf,R.M. Oriente Hospital Militar,8,0,0,0,0,0,0,SE11,2021
SE07_20-02-2024.pdf,R.M. Sur Exequiel González C.,10,1,1,0,0,0,0,SE07,2024
SE07_20-02-2024.pdf,R.M. Occidente Félix Bulnes,59,17,0,1,1,0,0,SE07,2024
SE07_20-02-2024.pdf,R.M. Occidente San Juan de Dios,91,14,0,1,0,1,0,SE07,2024
SE07_20-02-2024.pdf,R.M. Suroriente Padre Hurtado,78,22,0,0,1,1,0,SE07,2024
SE07_20-02-2024.pdf,R.M. Oriente Hospital del Tórax,24,4,0,0,0,0,0,SE07,2024
SE07_20-02-2024.pdf,R.M. Oriente Hospital Militar,11,2,0,1,0,0,0,SE07,2024
SE07_20-02-2024.pdf,"Santiago, Consultorio Steeger",1,0,0,0,0,0,0,SE07,2024
SE07_20-02-2024.pdf,"Santiago, Consultorio 5",4,2,0,0,0,0,0,SE07,2024
SE07_20-02-2024.pdf,"Santiago, Consultorio Barros Luco",3,0,0,0,0,0,0,SE07,2024
SE07_20-02-2024.pdf,"Santiago, Consultorio Ariztía",2,1,0,0,0,0,0,SE07,2024
SE07_20-02-2024.pdf,Otros R.M**,1,1,0,0,0,1,0,SE07,2024
SE26_02-07-2024.pdf,R.M. Sur Exequiel González C.,115,68,43,1,2,2,0,SE26,2024
SE26_02-07-2024.pdf,R.M. Occidente Félix Bulnes,180,103,48,0,7,2,1,SE26,2024
SE26_02-07-2024.pdf,R.M. Occidente San Juan de Dios,156,30,12,0,0,6,1,SE26,2024
SE26_02-07-2024.pdf,R.M. Suroriente Padre Hurtado,189,60,43,2,1,4,0,SE26,2024
SE26_02-07-2024.pdf,R.M. Oriente Hospital del Tórax,17,1,0,0,0,0,0,SE26,2024
SE26_02-07-2024.pdf,R.M. Oriente Hospital Militar,3,2,2,0,1,0,0,SE26,2024
SE26_02-07-2024.pdf,"Santiago, Consultorio Steeger",2,2,2,1,0,0,0,SE26,2024
SE26_02-07-2024.pdf,"Santiago, Consultorio Avendaño",5,4,3,0,0,0,0,SE26,2024
SE26_02-07-2024.pdf,"Santiago, Consultorio 5",1,0,0,0,0,0,0,SE26,2024
SE26_02-07-2024.pdf,"Santiago, Consultorio Barros Luco",1,0,0,0,0,0,0,SE26,2024
SE26_02-07-2024.pdf,"Santiago, Consultorio Ariztía",7,4,2,0,0,0,0,SE26,2024
SE26_02-07-2024.pdf,Otros R.M**,5,5,0,0,0,5,0,SE26,2024
SE30_03-08-2021.pdf,R.M. Sur Exequiel González C.,29,11,11,0,0,0,0,SE30,2021
SE30_03-08-2021.pdf,R.M. Occidente Félix Bulnes,26,3,2,0,1,0,0,SE30,2021
SE30_03-08-2021.pdf,R.M. Occidente San Juan de Dios,20,6,3,1,2,0,0,SE30,2021
SE30_03-08-2021.pdf,R.M. Suroriente Padre Hurtado,0,0,0,0,0,0,0,SE30,2021
SE30_03-08-2021.pdf,R.M. Oriente Hospital del Tórax,3,0,0,0,0,0,0,SE30,2021
SE30_03-08-2021.pdf,R.M. Oriente Hospital Militar,6,0,0,0,0,0,0,SE30,2021
SE18_07-05-2019.pdf,R.M. Sur Exequiel González C.,34,8,0,3,5,0,0,SE18,2019
SE18_07-05-2019.pdf,R.M. Occidente Félix Bulnes,46,12,3,0,7,2,0,SE18,2019
SE18_07-05-2019.pdf,R.M. Occidente San Juan de Dios,96,8,0,2,3,3,0,SE18,2019
SE18_07-05-2019.pdf,R.M. Suroriente Padre Hurtado,39,3,0,1,1,1,0,SE18,2019
SE18_07-05-2019.pdf,R.M. Oriente Hospital del Tórax,22,2,0,0,2,0,0,SE18,2019
SE18_07-05-2019.pdf,R.M. Oriente Hospital Militar,8,0,0,0,0,0,0,SE18,2019
SE18_07-05-2019.pdf,"Santiago, Consultorio Ariztía",2,0,0,0,0,0,0,SE18,2019
SE18_07-05-2019.pdf,Otros R.M**,15,15,0,0,0,15,0,SE18,2019
SE52_02-01-2024.pdf,R.M. Sur Exequiel González C.,16,1,0,1,0,0,0,SE52,2024
SE52_02-01-2024.pdf,R.M. Occidente Félix Bulnes,84,18,0,2,4,1,0,SE52,2024
SE52_02-01-2024.pdf,R.M. Occidente San Juan de Dios,68,7,0,0,3,0,0,SE52,2024
SE52_02-01-2024.pdf,R.M. Suroriente Padre Hurtado,69,7,1,5,0,1,0,SE52,2024
SE52_02-01-2024.pdf,R.M. Oriente Hospital del Tórax,30,1,0,0,0,1,0,SE52,2024
SE52_02-01-2024.pdf,"Santiago, Consultorio Steeger",3,0,0,0,0,0,0,SE52,2024
SE52_02-01-2024.pdf,Otros R.M**,5,5,0,0,0,4,1,SE52,2024
SE51_28-12-2021.pdf,R.M. Sur Exequiel González C.,12,0,0,0,0,0,0,SE51,2021
SE51_28-12-2021.pdf,R.M. Occidente Félix Bulnes,24,6,1,0,3,1,0,SE51,2021
SE51_28-12-2021.pdf,R.M. Occidente San Juan de Dios,27,3,0,1,2,0,0,SE51,2021
SE51_28-12-2021.pdf,R.M. Suroriente Padre Hurtado,19,4,0,0,0,4,0,SE51,2021
SE51_28-12-2021.pdf,R.M. Oriente Hospital del Tórax,3,0,0,0,0,0,0,SE51,2021
SE51_28-12-2021.pdf,R.M. Oriente Hospital Militar,5,0,0,0,0,0,0,SE51,2021
SE51_28-12-2021.pdf,Otros R.M**,2,2,0,0,0,2,0,SE51,2021
SE52_02-01-2018.pdf,R.M. Sur Exequiel González C.,26,2,1,0,0,0,1,SE52,2018
SE52_02-01-2018.pdf,R.M. Occidente Félix Bulnes,23,3,0,1,2,0,0,SE52,2018
SE52_02-01-2018.pdf,R.M. Occidente San Juan de Dios,18,2,0,1,0,0,1,SE52,2018
SE52_02-01-2018.pdf,R.M. Suroriente Padre Hurtado,10,0,0,0,0,0,0,SE52,2018
SE52_02-01-2018.pdf,R.M. Oriente Hospital del Tórax,14,3,0,0,3,0,0,SE52,2018
SE52_02-01-2018.pdf,R.M. Oriente Hospital Militar,5,1,0,0,0,0,0,SE52,2018
SE52_02-01-2018.pdf,Otros R.M**,3,3,0,0,0,1,2,SE52,2018
SE34_27-08-2024.pdf,R.M. Sur Exequiel González C.,98,69,14,1,7,0,2,SE34,2024
SE34_27-08-2024.pdf,R.M. Occidente Félix Bulnes,147,78,25,4,3,0,0,SE34,2024
SE34_27-08-2024.pdf,R.M. Occidente San Juan de Dios,117,36,13,0,3,0,0,SE34,2024
SE34_27-08-2024.pdf,R.M. Suroriente Padre Hurtado,166,31,14,0,3,0,0,SE34,2024
